bankrupt,roa,operating_gross_margin,current_ratio,quick_ratio,interest_expense_ratio,debt_ratio,working_capital_to_assets,quick_asset_to_assets,current_asset_to_assets,cash_to_assets,quick_assets_to_current_liability,cash_to_current_liability,current_liability_to_assets
0,0.552010279,0.602869744,0.017272333,0.009065025,0.630832454,0.071862624,0.809688727,0.18474956,0.328269353,0.023053227,0.009481051,0.00335386,0.036076505
1,0.482092189,0.604015624,0.00656285,0.004555907,0.629581444,0.185083291,0.765877741,0.51293891,0.609889681,0.004204832,0.005382906,0.000129901,0.171664967
0,0.534611061,0.617867078,0.006055519,0.004507247,0.630162258,0.199232095,0.751703079,0.17602784,0.236433611,0.033954606,0.004423392,0.002461378,0.072884397
0,0.534611061,0.597904265,0.007285469,0.004593337,0.63220949,0.138918282,0.771370284,0.268791843,0.422590932,0.014218391,0.00450792,0.000697069,0.107996408
0,0.527811981,0.605291226,0.020259531,0.017790682,0.63073588,0.048704538,0.836160279,0.405268662,0.442201434,0.149971409,0.017927022,0.019052443,0.041383196
0,0.520477542,0.596261116,0.009240533,0.005203453,0.627381817,0.147020588,0.814059608,0.428562654,0.663730669,0.007362738,0.005777028,0.000290774,0.134181418
0,0.53991113,0.606213696,0.006749433,0.004281417,0.631146491,0.130211325,0.75395297,0.068109171,0.103705139,0.004134722,0.00443925,0.000730884,0.029607174
0,0.53230901,0.619863359,0.004332592,0.002724311,0.633714949,0.159688001,0.724331437,0.172027194,0.268698079,0.059433657,0.002724661,0.002773648,0.113477134
0,0.515016864,0.601550902,0.008524154,0.005827917,0.633548513,0.161108928,0.773373941,0.210499713,0.278389559,0.038818966,0.006289844,0.003332368,0.061472423
0,0.522244231,0.598898802,0.01747202,0.012711997,0.62513493,0.112706715,0.841506676,0.39161,0.505217739,0.106420829,0.013097058,0.010249623,0.054738923
0,0.531452433,0.592499171,0.009318536,0.006739348,0.629999247,0.091936995,0.792269445,0.355577998,0.427275037,0.056637187,0.007537901,0.00348276,0.086005072
0,0.566893303,0.620454316,0.012788728,0.007297685,0.6307191,0.104181153,0.802903455,0.219741955,0.35883721,0.006449691,0.007619511,0.000640552,0.05306934
0,0.561432625,0.602783263,0.008302626,0.005176004,0.630908138,0.059255676,0.761156601,0.092139821,0.135066756,0.007233986,0.00560719,0.001215929,0.031161069
0,0.542213181,0.609672956,0.011206829,0.00580234,0.631772852,0.12528343,0.799490482,0.207648392,0.38396168,0.035958446,0.005898292,0.002938003,0.064610143
0,0.564162964,0.596780005,0.01045613,0.005496658,0.63100026,0.110681138,0.790800395,0.206864305,0.343633194,0.033977102,0.006131632,0.002893514,0.061969362
0,0.5799561,0.63760648,0.009097632,0.005575262,0.630653005,0.093025365,0.78204296,0.215968611,0.335941132,0.089059468,0.005699129,0.006775415,0.069425255
0,0.524064457,0.620526384,0.01893785,0.015881106,0.630686908,0.047827796,0.773878309,0.104923392,0.11952138,0.008618155,0.016185885,0.003636405,0.012125745
0,0.543551582,0.602848124,0.019968112,0.015493701,0.630741017,0.091453276,0.873377522,0.554655794,0.641347375,0.059757415,0.01666661,0.005185381,0.060808444
0,0.57181862,0.619575088,0.007234299,0.005011934,0.63075951,0.120778789,0.768692026,0.286293694,0.379624443,0.042962938,0.005319222,0.002324688,0.097805879
0,0.53557471,0.605183125,0.008298882,0.006108646,0.632532431,0.195815824,0.783779498,0.364182121,0.436021211,0.151494276,0.00674545,0.008163779,0.09820853
0,0.55864875,0.602682368,0.005926347,0.004515981,0.63133279,0.160987998,0.750246662,0.373950178,0.473703753,0.03245725,0.004568983,0.001167462,0.147372098
0,0.53760908,0.615928451,0.004255213,0.002811025,0.631712237,0.159325211,0.737868245,0.076821171,0.117568638,0.01175541,0.002785306,0.00119364,0.051896277
0,0.582579367,0.622919039,0.009475165,0.008880992,0.630687251,0.070804487,0.780738836,0.28788438,0.298486375,0.085323515,0.008887299,0.007579698,0.059386616
0,0.55334868,0.605752461,0.024371219,0.017612887,0.631054027,0.09211839,0.829889251,0.290568343,0.381146112,0.142006336,0.017975343,0.025052936,0.029666184
0,0.544889983,0.601089667,0.016051744,0.008123026,0.630819098,0.081385857,0.814712471,0.197971428,0.372296122,0.027913279,0.008315383,0.003340255,0.043963122
1,0.555329514,0.604858819,0.005892025,0.003171605,0.632880029,0.19176467,0.749584605,0.246189825,0.440292732,0.008967566,0.003199499,0.000344747,0.137855301
1,0.523850313,0.597652027,0.003568164,0.002137277,0.641335735,0.196390241,0.729383528,0.08604906,0.118740502,0.012239141,0.002589577,0.001045663,0.061768143
0,0.559933615,0.607323542,0.007311054,0.00366631,0.631414981,0.134564803,0.757691301,0.084872156,0.139286063,0.017114877,0.004432831,0.002472008,0.036341504
0,0.589271374,0.606120007,0.007216202,0.004181602,0.631347516,0.131662485,0.760386149,0.131433085,0.205988786,0.016781613,0.0045284,0.00164418,0.053801758
0,0.499544944,0.595771055,0.006906687,0.003300116,0.65646498,0.09369048,0.756169518,0.128251572,0.148013315,0.034954906,0.00587576,0.004511376,0.040727287
0,0.497510573,0.595662953,0.005027129,0.003975735,0.629720826,0.14801826,0.737458293,0.217794113,0.271211437,0.013444309,0.003967424,0.0007149,0.099532629
0,0.559505327,0.603893109,0.010437409,0.006787384,0.631660183,0.115336941,0.802469638,0.302793966,0.446136631,0.023103422,0.006877202,0.00151987,0.080361392
0,0.508913753,0.595064789,0.027990552,0.021498165,0.630579718,0.027360401,0.818660604,0.259879664,0.312439328,0.033930604,0.022505752,0.008340214,0.021157637
0,0.532951443,0.598574497,0.021936905,0.015549847,0.630612594,0.048553375,0.810589624,0.221506797,0.298138076,0.053978851,0.015811652,0.010918055,0.025814575
0,0.586594571,0.604642615,0.009986864,0.004780489,0.630809509,0.063911479,0.782680791,0.235755827,0.291883875,0.010186416,0.007852092,0.000973263,0.055182202
0,0.545157664,0.60146442,0.015552526,0.006925877,0.630676977,0.061190555,0.810045538,0.176578511,0.351708439,0.027308939,0.007622775,0.003350068,0.042873577
0,0.54167782,0.603237291,0.009649268,0.007266493,0.631560527,0.141608973,0.772950692,0.17992642,0.213130788,0.076403962,0.007944976,0.009586014,0.041908898
0,0.535253493,0.600368988,0.010814943,0.004560274,0.633124546,0.110771835,0.780335365,0.198165592,0.241585226,0.035808817,0.008639573,0.004444695,0.042367167
0,0.53557471,0.605406535,0.010081716,0.008068752,0.631772168,0.104362548,0.803355858,0.392354038,0.476849939,0.115407971,0.008052961,0.006874663,0.088798538
0,0.429573318,0.586265296,0.003223079,0.002215257,0.630369789,0.138011307,0.696534784,0.176364434,0.248896632,0.035870606,0.002260711,0.001372019,0.138559251
0,0.531452433,0.606682137,0.005495771,0.004577117,0.654476651,0.153701968,0.744675475,0.242064064,0.27084886,0.038437434,0.004821783,0.002226515,0.091330265
0,0.506986455,0.594639588,0.00975036,0.005754928,0.630234175,0.115609033,0.778115712,0.153374891,0.259177395,0.069737919,0.005650027,0.007309909,0.050257335
0,0.571176187,0.606307384,0.013496994,0.010441217,0.631424912,0.077032379,0.810611279,0.338578285,0.393860752,0.030617237,0.011242659,0.002925318,0.055182407
0,0.542427325,0.604022831,0.014219612,0.012906011,0.6307191,0.092571878,0.865739501,0.686689106,0.730948913,0.521109465,0.012919196,0.02846381,0.096883854
0,0.547459714,0.613312386,0.075811308,0.045854144,0.630830742,0.088671887,0.840712926,0.341649096,0.351922286,0.050045616,0.070721513,0.029452163,0.008558671
0,0.576101504,0.605132677,0.006092337,0.002189056,0.631603677,0.139069444,0.751800419,0.07733198,0.194453846,0.008579369,0.002410435,0.000755852,0.059885181
0,0.589164302,0.602869744,0.005032122,0.00382539,0.631321146,0.124346222,0.73819695,0.198103853,0.257122606,0.052106549,0.003810944,0.002921314,0.094378493
0,0.585791531,0.605356088,0.014816802,0.013050118,0.630833824,0.083109109,0.826787788,0.421184238,0.467490876,0.16303986,0.012915396,0.014418792,0.059655746
0,0.573745918,0.605644359,0.007988743,0.006182883,0.631380735,0.144904314,0.784733359,0.416696002,0.498614636,0.062853544,0.006496955,0.002860902,0.116358789
0,0.555008298,0.611914268,0.018818038,0.008826718,0.631233134,0.08676724,0.855924294,0.280451077,0.56456899,0.030340028,0.009057924,0.002816979,0.056799721
0,0.581133894,0.610422462,0.012512285,0.007280842,0.631002657,0.111376485,0.839296125,0.374458025,0.625109808,0.041812942,0.007250486,0.002352841,0.094030563
0,0.523314953,0.600376195,0.007841473,0.004731206,0.624126724,0.107446262,0.779839062,0.304146607,0.451603421,0.105382958,0.005134747,0.005194544,0.107410662
1,0.522030087,0.597306101,0.004984696,0.002356869,0.626939357,0.162046135,0.737201424,0.136982077,0.2618562,0.011839115,0.002554618,0.000646245,0.096948028
0,0.573638846,0.605802909,0.011156283,0.007199119,0.631049575,0.120174139,0.779392824,0.174130659,0.224905666,0.008115258,0.008424865,0.001112872,0.038302291
0,0.563252851,0.605817322,0.012110415,0.007444912,0.631179367,0.1311183,0.779332161,0.141374245,0.20494524,0.006428483,0.008178473,0.00104486,0.032241354
0,0.528079662,0.601976102,0.017043941,0.011252834,0.631805044,0.088490492,0.800192112,0.23746687,0.276564153,0.035690086,0.014180349,0.00605921,0.030846631
0,0.520959366,0.598495222,0.012264548,0.009031338,0.634944384,0.151162439,0.790510581,0.227381287,0.283414086,0.012598129,0.009564913,0.001512988,0.043803698
0,0.564858932,0.603532769,0.015416489,0.011377602,0.630856769,0.144511292,0.835999006,0.411176063,0.510869688,0.169365647,0.012004221,0.014268031,0.062648915
0,0.537180791,0.601918448,0.013795277,0.01162901,0.630671155,0.063216132,0.809823823,0.340157667,0.381821899,0.008888219,0.011904883,0.00089444,0.05236862
0,0.522511912,0.597716888,0.017150649,0.012723226,0.62932905,0.109562536,0.830177957,0.353070472,0.445992813,0.025839074,0.013137327,0.002763086,0.049254014
0,0.542106108,0.600455469,0.006938512,0.00411298,0.631016698,0.091936995,0.762854559,0.277535469,0.320086515,0.010759308,0.005877171,0.00066113,0.086068734
0,0.602869533,0.604397584,0.019606179,0.014148701,0.630612252,0.068839375,0.859991632,0.428475976,0.575447131,0.071517257,0.014105102,0.006784626,0.055580099
0,0.51330371,0.598704219,0.006050527,0.003950781,0.62966021,0.201771624,0.751484002,0.163369629,0.202069932,0.004313979,0.004804792,0.000363833,0.062578466
0,0.540660635,0.601594142,0.026150932,0.018433237,0.631107793,0.079118421,0.786779333,0.124072002,0.166517798,0.003360493,0.019024042,0.001421626,0.012093153
0,0.542695005,0.605572291,0.018990892,0.014164297,0.631102999,0.087764912,0.834748779,0.349907966,0.447832206,0.070749331,0.014351448,0.008329163,0.044694556
0,0.533861556,0.598142089,0.003609349,0.002354374,0.634238915,0.106176497,0.718915607,0.122628357,0.186579276,0.008191713,0.002351728,0.000459479,0.094333733
0,0.600299802,0.612858358,0.007304813,0.006446767,0.630828002,0.110741603,0.761926145,0.205466229,0.22584977,0.033591095,0.006495339,0.003045768,0.058173712
0,0.52674126,0.593299125,0.012185297,0.008117412,0.630977315,0.121474136,0.791079985,0.196952653,0.289395544,0.091236639,0.008080568,0.010668482,0.045001986
0,0.577546978,0.606386659,0.017002131,0.013270334,0.630901631,0.102276506,0.815781274,0.312539107,0.365962458,0.033661668,0.014052495,0.004334701,0.040820129
0,0.532469618,0.603900316,0.016293865,0.013822433,0.630634512,0.076790519,0.863427662,0.57462889,0.653934071,0.257405075,0.013834128,0.017939589,0.07582783
0,0.541142459,0.600426642,0.059831951,0.050637128,0.631750935,0.091483508,0.820115637,0.246759995,0.276738434,0.01496295,0.051416429,0.008800312,0.008564297
0,0.57915306,0.605968665,0.013518835,0.00675432,0.631055054,0.122532273,0.783658909,0.128589023,0.213953247,0.002853674,0.00798021,0.000495388,0.030156679
0,0.536217142,0.60355439,0.007578135,0.006670726,0.632730031,0.108232306,0.765873218,0.238100029,0.263198695,0.015395133,0.006693068,0.00124625,0.065216898
0,0.571765084,0.604952507,0.010020562,0.008503569,0.630624238,0.085225383,0.802441895,0.406710586,0.472779683,0.114733698,0.008369638,0.006851779,0.088573371
0,0.565394293,0.604015624,0.010687642,0.008453038,0.630975946,0.113795084,0.799266558,0.355121597,0.405232787,0.062754337,0.009092281,0.004643504,0.071392575
0,0.566893303,0.609881953,0.012939117,0.007454893,0.630699237,0.090304441,0.827100383,0.316763857,0.522152074,0.070253937,0.007604975,0.004879558,0.076089287
0,0.575030783,0.609233342,0.013616182,0.008559091,0.630828002,0.120264837,0.848092544,0.461902713,0.639081486,0.019530791,0.009519609,0.001167857,0.088459153
0,0.533647412,0.600750948,0.007372832,0.006163544,0.630879029,0.104785803,0.770632494,0.333713058,0.38661941,0.056235597,0.006206548,0.003043714,0.0977783
1,0.510894588,0.597630407,0.006351306,0.004608933,0.628886248,0.189739094,0.761252295,0.472804178,0.625051471,0.038191669,0.00467814,0.001116062,0.181505959
0,0.594571444,0.604952507,0.014774993,0.010567857,0.630767044,0.102488134,0.788674002,0.174573878,0.231011932,0.016028241,0.010873803,0.002817801,0.029772314
0,0.586326891,0.603367013,0.011063928,0.007047525,0.63080677,0.115276476,0.783201453,0.18822329,0.258008058,0.017567255,0.007870542,0.002091199,0.044196766
0,0.521012902,0.600383401,0.021069513,0.017317811,0.631035876,0.102790459,0.84620708,0.438310706,0.486711092,0.168456666,0.018314691,0.020238718,0.043786843
0,0.49253172,0.600642846,0.01698341,0.014125619,0.630279037,0.150648487,0.830806857,0.393977118,0.452045596,0.059643628,0.01431128,0.006233379,0.050407504
0,0.565073077,0.602927399,0.013042081,0.009138015,0.630781428,0.119116002,0.806006415,0.27020778,0.373888221,0.058071864,0.009150499,0.005646899,0.054212162
0,0.54724557,0.601334698,0.025146255,0.020226778,0.630624238,0.040360371,0.832376687,0.35235264,0.389216236,0.047333845,0.021965322,0.008437649,0.029355542
0,0.532951443,0.597889851,0.032568385,0.023991656,0.632344077,0.126976449,0.871583078,0.412089959,0.538825202,0.029879377,0.024030868,0.004994015,0.03134023
0,0.511590556,0.59378198,0.007398417,0.005028778,0.630133491,0.09964628,0.76855958,0.282842725,0.341182048,0.067378472,0.005983919,0.004136316,0.086150439
0,0.573960062,0.59894925,0.020524741,0.015621588,0.630612252,0.064788221,0.863203943,0.460664731,0.580691339,0.11047764,0.015723288,0.010866627,0.053589102
0,0.546014241,0.595194511,0.006755673,0.004235877,0.63210504,0.151253137,0.756495953,0.127362326,0.182988008,0.000935978,0.004629322,9650000000,0.051100477
0,0.546496065,0.602285994,0.015092621,0.005907145,0.630770469,0.068567282,0.778183283,0.109879788,0.163186457,0.009159559,0.009992259,0.00229932,0.020707101
0,0.549601156,0.605046196,0.021167485,0.015918536,0.630820126,0.081204462,0.830778097,0.320383485,0.406370774,0.081047735,0.016140279,0.011682885,0.036415072
0,0.507575352,0.595605298,0.004024948,0.00291583,0.63025712,0.083260271,0.72891621,0.128150346,0.171029589,0.002842662,0.002990608,0.000191783,0.078347659
